LA,Ofsted URN,URN
Ealing,118032,500001
Lincolnshire,EY239703,500085
Lincolnshire,208542,500087
Cheshire West and Chester,EY266867,500092
Lincolnshire,EY276582,500103
Lincolnshire,EY403312,501320
Nottinghamshire,EY306144,509283
Lincolnshire,EY283152,511076
Nottinghamshire,253341,511815
Wakefield,EY417372,514985
Wakefield,EY423579,516191
Lambeth,EY104337,531502
Wandsworth,EY343473,531855
Wandsworth,EY253386,531861
Wandsworth,EY486696,531901
Wandsworth,EY378819,531903
Wandsworth,EY404833,531909
Wandsworth,EY485134,531923
Barking and Dagenham,EY258558,531980
Bromley,EY320012,532316
Ealing,2529713,532486
Enfield,EY287070,532591
Lincolnshire,208840,533128
Lincolnshire,EY284807,533131
Lincolnshire,203357,533132
Lincolnshire,EY429483,533133
Lincolnshire,EY439928,533136
Lincolnshire,EY312363,533139
Lincolnshire,EY362474,533141
Lincolnshire,EY357067,533143
Lincolnshire,209183,533145
Lincolnshire,208688,533148
Lincolnshire,209177,533150
Lincolnshire,209168,533154
Lincolnshire,155266,533155
Rochdale,EY501117,534586
Stockport,EY414752,534710
Stockport,EY364421,534724
Stockport,EY291300,534726
Stockport,EY216498,534727
Stockport,EY376909,534734
Stockport,EY433303,534738
Stockport,EY307013,534747
Wigan,534949,534949
Barnsley,302718,534961
Barnsley,302799,534964
Barnsley,302681,534965
Barnsley,EY101344,534972
Barnsley,EY102073,534973
Barnsley,302795,534978
Barnsley,EY355509,534979
Barnsley,EY331980,534980
Barnsley,EY321312,534981
Barnsley,EY258097,534982
Barnsley,EY436001,534989
Wakefield,EY558085,535539
Wakefield,2641681,535544
Wakefield,2648774,535562
Wakefield,2651029,535568
Isles of Scilly,EY293425,535789
"Bristol, City of",EY350617,535985
"Bristol, City of",EY229924,535996
"Bristol, City of",EY298883,535997
"Bristol, City of",EY308897,536000
"Bristol, City of",EY397275,536017
South Gloucestershire,149680,536160
South Gloucestershire,136195,536198
South Gloucestershire,136268,536208
South Gloucestershire,136382,536209
South Gloucestershire,136301,536214
South Gloucestershire,EY371314,536217
South Gloucestershire,136132,536218
South Gloucestershire,EY347827,536237
South Gloucestershire,EY316072,536239
South Gloucestershire,159261,536245
South Gloucestershire,EY428774,536273
South Gloucestershire,EY350710,536277
South Gloucestershire,136137,536305
South Gloucestershire,EY428089,536311
South Gloucestershire,136142,536313
North East Lincolnshire,EY100272,536560
North Yorkshire,400630,536785
North Yorkshire,EY335857,536790
North Yorkshire,EY371170,536791
North Yorkshire,EY363234,536801
North Yorkshire,955624,536803
North Yorkshire,400691,536805
North Yorkshire,EY363818,536813
North Yorkshire,EY243498,536815
North Yorkshire,400998,536820
North Yorkshire,400978,536827
North Yorkshire,EY391806,536831
North Yorkshire,EY229806,536833
North Yorkshire,EY330641,536834
North Yorkshire,401471,536835
North Yorkshire,400759,536836
North Yorkshire,EY253928,536852
North Yorkshire,401162,536857
North Yorkshire,EY452551,536863
North Yorkshire,EY243432,536866
North Yorkshire,EY343367,536873
North Yorkshire,EY386352,536883
North Yorkshire,400652,536884
North Yorkshire,EY462767,536894
North Yorkshire,400805,536897
Bedford,EY406530,537102
Bedford,259871,537103
Bedford,EY338224,537104
Milton Keynes,2555188,537413
Milton Keynes,EY454963,537414
Milton Keynes,EY404234,537415
Milton Keynes,EY494674,537416
Milton Keynes,EY371557,537420
Milton Keynes,EY387821,537422
Milton Keynes,EY363252,537425
Milton Keynes,EY552053,537426
Milton Keynes,EY472437,537427
Milton Keynes,141709,537428
Milton Keynes,EY406984,537431
Milton Keynes,EY447212,537432
Milton Keynes,EY546099,537434
Milton Keynes,EY546281,537436
Milton Keynes,TY0822019,537437
Milton Keynes,EY428564,537438
Milton Keynes,EY539607,537439
Milton Keynes,EY218425,537447
Dorset,141084,537790
Dorset,141049,537838
Dorset,EY365825,537849
Dorset,EY314432,537855
Dorset,154254,537856
Dorset,138714,537868
Dorset,153374,537886
Dorset,EY375347,537888
"Bournemouth, Christchurch and Poole",EY397753,537895
Dorset,EY393727,537907
Dorset,EY428766,537909
Dorset,EY313357,537915
Dorset,144249,537916
Dorset,EY441610,537921
Dorset,EY379946,537924
Dorset,EY446631,537926
Dorset,141044,537935
Dorset,EY408725,537937
"Bournemouth, Christchurch and Poole",EY239371,537940
Dorset,EY340713,537944
"Bournemouth, Christchurch and Poole",EY429345,537945
Dorset,139242,537950
Dorset,EY447826,537951
"Bournemouth, Christchurch and Poole",EY396101,537952
Dorset,144184,537955
Dorset,EY462127,537956
Dorset,EY461699,537957
Portsmouth,143272,539276
Portsmouth,EY431383,539277
West Berkshire,EY391733,540568
West Berkshire,EY259909,540576
West Berkshire,EY339243,540579
West Berkshire,EY400867,540581
West Berkshire,EY424598,540591
West Berkshire,EY339022,540593
West Berkshire,EY321157,540595
West Berkshire,EY463427,540606
West Berkshire,EY433711,540618
Slough,EY219728,540700
Slough,EY467198,540702
Slough,105375,540708
Peterborough,EY286621,541161
Peterborough,EY100941,541164
Peterborough,257074,541186
Warrington,EY152317,541606
Warrington,EY392518,541620
Warrington,EY395302,541621
Warrington,EY285106,541622
Warrington,2692135,541624
Warrington,EY450033,541626
Warrington,EY467397,541629
Warrington,EY136541,541630
Plymouth,117447,542049
Plymouth,EY318568,542094
Plymouth,EY360587,542097
Plymouth,EY348943,542122
Plymouth,EY367273,542130
Plymouth,EY370237,542139
Essex,590227,542548
Essex,EY291826,542550
Essex,202898,542620
Essex,EY303688,542629
Essex,EY336714,542634
Essex,EY405764,542635
Essex,EY388096,542642
Essex,560186,542643
Essex,EY357254,542645
Essex,202165,542655
Essex,EY231869,542664
Essex,590080,542667
Essex,EY308239,542672
Essex,EY102730,542673
Essex,560253,542676
Essex,EY356481,542677
Essex,EY367345,542680
Essex,EY267141,542688
Essex,590169,542689
Essex,EY399259,542694
Essex,EY330637,542699
Essex,EY236737,542700
Essex,EY347568,542701
Essex,EY104248,542706
Essex,202500,542709
Essex,EY358760,542711
Essex,EY357257,542718
Essex,202462,542729
Essex,EY381419,542731
Essex,EY401174,542748
Essex,EY347165,542755
Essex,EY336656,542756
Essex,590239,542757
Essex,202627,542776
Essex,EY300096,542780
Essex,EY406072,542789
Essex,EY401052,542794
Essex,202161,542795
Essex,201747,542797
Essex,EY256994,542812
Southend-on-Sea,EY245007,542837
Essex,202250,542841
Essex,EY317375,542845
Southend-on-Sea,EY306512,542850
Southend-on-Sea,149123,542851
Essex,EY350176,542856
Essex,560199,542862
Essex,EY395546,542869
Essex,EY434292,542874
Essex,EY100410,542876
Essex,EY295589,542880
Essex,EY419663,542881
Essex,EY418188,542885
"Herefordshire, County of",EY399089,542986
"Herefordshire, County of",EY488270,542995
"Herefordshire, County of",223373,543008
"Herefordshire, County of",EY466858,543027
"Herefordshire, County of",EY416606,543031
"Herefordshire, County of",EY464546,543032
Kent,EY276483,543658
Kent,125440,543665
Kent,125509,543668
Kent,125567,543669
Kent,126088,543689
Kent,126918,543690
Kent,115731,543691
Kent,126309,543695
Kent,126312,543696
Kent,EY263081,543703
Kent,EY272924,543704
Kent,126646,543708
Kent,126841,543712
Kent,126922,543723
Kent,125290,543724
Kent,101946,543754
Kent,125698,543768
Kent,125756,543777
Kent,EY290181,543782
Kent,158915,543793
Kent,EY358191,543848
Kent,EY260855,543861
Kent,EY284437,543891
Kent,EY347515,543895
Kent,EY313238,543903
Kent,EY290019,543904
Kent,EY334339,543935
Kent,EY314741,543938
Kent,126660,543942
Kent,EY314001,543944
Kent,EY311873,543954
Kent,EY234723,543955
Kent,EY239451,543956
Kent,EY384168,544025
Kent,126843,544031
Kent,EY400063,544038
Kent,126430,544045
Shropshire,EY316932,545056
Cumbria,317054,545574
Cumbria,EY358842,545597
Norfolk,257990,546806
Norfolk,255988,546812
Norfolk,EY291684,546814
Norfolk,259498,546818
Norfolk,EY269543,546823
Norfolk,EY219328,546834
Norfolk,256546,546837
Norfolk,EY225020,546838
Norfolk,EY299447,546844
Norfolk,256627,546849
Norfolk,EY305283,546851
Norfolk,EY104177,546853
Norfolk,256523,546854
Norfolk,256551,546855
Norfolk,EY291851,546861
Norfolk,EY318235,546862
Norfolk,EY265197,546863
Norfolk,EY252806,546864
Norfolk,EY397903,546869
Norfolk,EY308768,546883
Norfolk,255982,546884
Norfolk,EY385453,546885
Norfolk,EY417796,546904
Norfolk,EY334354,546905
Norfolk,EY300885,546910
Norfolk,EY436743,546918
Norfolk,EY388480,546919
Norfolk,EY268892,546923
Norfolk,256415,546935
Norfolk,EY392587,546968
Norfolk,EY379329,546969
Norfolk,EY403062,546970
Norfolk,EY394214,546971
Norfolk,EY236707,546981
Norfolk,EY357531,546982
Norfolk,EY253525,546987
Norfolk,EY262722,547010
Norfolk,EY438501,547020
Norfolk,256422,547025
Norfolk,EY277874,547037
North Northamptonshire,EY292023,547043
Norfolk,EY283009,547060
Norfolk,EY296726,547062
Norfolk,256661,547068
Norfolk,EY425277,547072
Norfolk,EY231569,547088
Norfolk,EY393400,547093
Norfolk,256198,547094
Norfolk,EY446181,547104
Norfolk,EY253866,547105
Norfolk,256384,547124
Norfolk,EY459094,547141
Norfolk,EY375776,547146
Norfolk,256675,547147
Norfolk,256352,547148
Norfolk,EY433259,547150
Norfolk,EY433271,547151
Norfolk,EY449077,547153
Norfolk,EY382564,547154
Norfolk,EY406133,547155
Norfolk,EY338379,547157
Norfolk,EY457569,547168
Norfolk,256257,547169
Norfolk,EY461056,547175
Oxfordshire,EY217357,547504
Oxfordshire,133911,547512
Oxfordshire,EY338771,547513
Oxfordshire,133543,547514
Oxfordshire,EY363921,547519
Oxfordshire,EY330169,547523
Oxfordshire,EY225105,547524
Oxfordshire,EY406186,547528
Oxfordshire,EY391331,547530
Oxfordshire,134263,547531
Oxfordshire,133929,547532
Oxfordshire,134282,547537
Oxfordshire,EY289437,547539
Oxfordshire,EY285735,547540
Oxfordshire,EY331317,547545
Oxfordshire,134222,547548
Oxfordshire,EY339693,547552
Oxfordshire,EY393805,547556
Oxfordshire,133387,547560
Oxfordshire,134523,547567
Oxfordshire,133565,547568
Oxfordshire,EY407019,547574
Oxfordshire,RA000497,547575
Oxfordshire,EY441886,547579
Oxfordshire,134287,547591
Oxfordshire,EY470902,547597
Oxfordshire,EY357233,547600
Oxfordshire,134998,547612
Oxfordshire,EY222976,547619
Oxfordshire,EY439762,547620
Oxfordshire,EY484504,547621
Oxfordshire,EY485652,547632
Oxfordshire,EY303375,547637
Oxfordshire,EY414699,547647
Oxfordshire,EY449200,547654
Oxfordshire,EY430501,547655
Oxfordshire,EY308688,547656
Oxfordshire,133337,547657
Oxfordshire,EY489109,547663
Oxfordshire,EY375727,547666
Oxfordshire,EY439349,547670
Somerset,EY296671,547824
Somerset,EY435388,547832
Somerset,EY299572,547833
Somerset,EY414357,547841
Somerset,EY451478,547849
Somerset,EY274279,547851
Somerset,142418,547859
Somerset,EY441064,547863
Somerset,EY397741,547864
Somerset,EY343488,547867
Somerset,EY431097,547876
Somerset,EY244819,547884
Somerset,EY442902,547885
Somerset,EY357759,547886
Somerset,142301,547892
Somerset,EY434604,547893
Somerset,EY451726,547895
Somerset,EY340156,547901
Somerset,EY369391,547905
Somerset,162037,547906
Somerset,EY391002,547909
Somerset,EY452724,547916
Somerset,EY383184,547923
Somerset,142180,547927
Somerset,142324,547933
Somerset,EY462215,547937
Somerset,EY292495,547940
Somerset,EY222018,547941
Somerset,EY428277,547942
Somerset,EY301039,547943
Somerset,EY442202,547954
Somerset,EY459152,547955
Somerset,EY369732,547972
Somerset,EY482912,547973
Somerset,142140,547976
Warwickshire,EY352585,548894
Warwickshire,201629,548913
Warwickshire,EY261327,548914
Warwickshire,EY340625,548922
Warwickshire,EY377054,548931
Islington,EY465870,549821
Islington,EY219874,549831
Islington,133293,549834
Islington,133216,549843
Lewisham,128677,550072
Southwark,107470,550119
Barking and Dagenham,EY286463,550416
Barking and Dagenham,EY391607,550447
Barking and Dagenham,EY379230,550449
Birmingham,EY231472,551878
Coventry,EY250687,552110
Coventry,EY443452,552113
Coventry,EY262692,552115
Coventry,EY440764,552116
Coventry,EY364664,552120
Coventry,EY404801,552124
Coventry,504774,552132
Coventry,259147,552133
Coventry,EY270706,552134
Coventry,504743,552136
Coventry,EY248437,552138
Coventry,224036,552140
Coventry,EY342573,552142
Coventry,EY252879,552148
Coventry,224342,552152
Coventry,EY444238,552153
Coventry,EY458320,552154
Coventry,EY284362,552155
Coventry,EY426845,552158
Coventry,504784,552159
Coventry,EY432097,552163
Coventry,EY248451,552164
Coventry,EY460151,552165
Knowsley,322209,552400
St. Helens,EY269230,552530
St. Helens,EY343561,552536
Sefton,EY361610,552578
Sefton,310672,552581
Sefton,310715,552583
Sefton,310739,552587
Sefton,310694,552592
Sefton,EY431018,552600
Sefton,EY433799,552601
Rochdale,EY503216,553031
Trafford,EY436421,553269
Trafford,EY391876,553278
Trafford,EY236199,553279
Trafford,EY446688,553289
Trafford,EY448619,553295
Trafford,EY331812,553301
Trafford,318208,553304
Trafford,EY420760,553316
Trafford,EY293565,553321
Rotherham,303197,553496
Bradford,EY431155,553688
Bradford,EY345256,553692
Bradford,302120,553696
Bradford,EY422082,553699
Bradford,EY346444,553700
Bradford,EY344853,553702
Bradford,EY453205,553706
Bradford,302183,553709
Calderdale,503287,553741
Calderdale,303514,553743
Calderdale,EY302128,553753
Calderdale,EY450761,553756
Calderdale,EY336468,553757
North Lincolnshire,405082,555045
North Lincolnshire,EY227493,555046
North Lincolnshire,260703,555048
York,321396,555338
York,EY233901,555339
York,EY277650,555340
York,EY363716,555346
York,EY355587,555353
York,321385,555361
York,EY427066,555362
York,321245,555363
York,321197,555365
York,EY347005,555367
York,EY397355,555371
York,EY248548,555373
York,EY450417,555387
York,EY446457,555397
York,EY459784,555403
York,EY454370,555404
York,321235,555415
York,EY432301,555417
York,EY315767,555423
York,EY444056,555430
York,EY478858,555434
York,EY405189,555441
York,EY478993,555444
York,EY474364,555449
Milton Keynes,EY345732,555508
Milton Keynes,EY450944,555555
Milton Keynes,EY465699,555579
Milton Keynes,EY218425,555583
Buckinghamshire,EY361550,555651
Buckinghamshire,EY441250,555658
Buckinghamshire,116653,555659
Buckinghamshire,EY438828,555660
Buckinghamshire,140780,555663
Buckinghamshire,EY235678,555665
Buckinghamshire,EY372577,555671
Buckinghamshire,EY345592,555677
Buckinghamshire,EY393751,555688
Buckinghamshire,EY395656,555690
Buckinghamshire,EY435496,555696
South Gloucestershire,EY283831,556224
"Bournemouth, Christchurch and Poole",EY226090,556429
"Bournemouth, Christchurch and Poole",505534,556430
"Bournemouth, Christchurch and Poole",EY102162,556431
"Bournemouth, Christchurch and Poole",144111,556436
"Bournemouth, Christchurch and Poole",EY461021,556438
"Bournemouth, Christchurch and Poole",EY431969,556441
"Bournemouth, Christchurch and Poole",EY369931,556444
"Bournemouth, Christchurch and Poole",136609,556445
"Bournemouth, Christchurch and Poole",109680,556453
"Bournemouth, Christchurch and Poole",EY136943,556457
"Bournemouth, Christchurch and Poole",109723,556463
"Bournemouth, Christchurch and Poole",EY304874,556466
"Bournemouth, Christchurch and Poole",EY442910,556467
East Sussex,EY275442,556686
East Sussex,505752,556703
East Sussex,EY310945,556760
East Sussex,EY298242,556780
East Sussex,505737,556786
East Sussex,EY283216,556803
East Sussex,505725,556819
East Sussex,EY274829,556820
Sutton,EY557190,557190
Portsmouth,EY430940,557641
Portsmouth,EY348126,557644
Portsmouth,EY379387,557646
Portsmouth,EY380375,557648
Portsmouth,EY331764,557651
Portsmouth,EY405485,557654
Portsmouth,EY439117,557656
Portsmouth,EY374893,557658
Portsmouth,EY345452,557659
Portsmouth,EY314339,557660
Portsmouth,143280,557661
Portsmouth,EY431506,557662
Portsmouth,EY439881,557663
Portsmouth,EY281944,557664
Portsmouth,EY152517,557667
Portsmouth,EY394317,557671
Portsmouth,EY222618,557676
Portsmouth,EY390066,557678
Portsmouth,EY459513,557680
Portsmouth,143242,557682
Portsmouth,EY233163,557685
Portsmouth,EY390919,557690
Portsmouth,EY302642,557694
Portsmouth,EY451661,557698
Portsmouth,EY433450,557700
Portsmouth,EY394682,557708
Portsmouth,143153,557709
Leicestershire,EY319726,558007
Leicestershire,225561,558012
Leicestershire,225492,558013
Leicestershire,EY359661,558016
Leicestershire,EY333260,558021
Leicestershire,EY396206,558023
Leicestershire,EY397329,558024
Leicestershire,EY430682,558025
Leicestershire,EY398002,558031
Leicestershire,EY257267,558032
Leicestershire,EY438817,558043
Leicestershire,EY337273,558052
Leicestershire,EY257352,558062
Leicestershire,226610,558066
Leicestershire,EY454726,558074
Leicestershire,225089,558075
Leicestershire,225948,558079
Windsor and Maidenhead,EY428312,558936
Slough,105464,559119
Slough,100501,559122
Slough,EY414277,559129
Slough,EY340001,559141
Slough,EY468970,559147
Nottinghamshire,CA000015,563196
Nottinghamshire,EY239100,563202
Nottinghamshire,252566,563219
Telford and Wrekin,EY423789,563595
Telford and Wrekin,EY448889,563598
Telford and Wrekin,EY358409,563601
Telford and Wrekin,208359,563603
Telford and Wrekin,EY465657,563605
Telford and Wrekin,EY461702,563606
Telford and Wrekin,EY363341,563608
Telford and Wrekin,EY465651,563609
Telford and Wrekin,EY425415,563610
Telford and Wrekin,EY376738,563611
Telford and Wrekin,EY397210,563612
Telford and Wrekin,260882,563619
Telford and Wrekin,EY419712,563621
Telford and Wrekin,208459,563624
Telford and Wrekin,208380,563625
Telford and Wrekin,EY344535,563632
Telford and Wrekin,RA000081A,563634
Telford and Wrekin,EY417081,563638
Telford and Wrekin,208377,563642
Telford and Wrekin,EY490485,563646
Telford and Wrekin,EY293628,563647
Telford and Wrekin,EY378799,563649
Telford and Wrekin,EY474531,563653
Telford and Wrekin,EY311089,563656
Telford and Wrekin,208303,563658
Telford and Wrekin,EY498196,563663
Telford and Wrekin,EY265988,563664
Telford and Wrekin,208447,563667
Telford and Wrekin,EY545198,563670
Telford and Wrekin,EY490761,563677
Telford and Wrekin,EY539339,563678
Telford and Wrekin,RA000038,563681
Telford and Wrekin,208463,563685
Hertfordshire,EY347591,564620
Hertfordshire,129481,564624
Hertfordshire,129186,564667
Hertfordshire,EY309822,564696
Hertfordshire,EY305102,564703
Hertfordshire,EY346213,564704
Isle of Wight,EY369715,564780
West Sussex,114808,567632
West Sussex,155401,567755
West Sussex,EY367066,567758
West Sussex,EY244248,567766
West Sussex,EY275238,567769
West Sussex,EY392885,567770
West Sussex,114496,567771
West Sussex,114685,567773
West Sussex,EY355461,567776
West Sussex,114573,567782
West Sussex,EY318453,567787
West Sussex,EY437660,567799
West Sussex,EY219321,567801
West Sussex,EY255358,567805
West Sussex,EY344720,567806
West Sussex,EY428027,567807
West Sussex,EY291587,567812
West Sussex,EY298265,567818
West Sussex,155427,567820
West Sussex,EY310500,567821
West Sussex,EY311586,567822
West Sussex,155445,567826
West Sussex,155511,567829
West Sussex,EY333132,567833
West Sussex,114564,567835
West Sussex,113953,567850
West Sussex,114759,567853
West Sussex,EY260095,567857
West Sussex,114989,567860
Birmingham,228287,570262
Birmingham,EY317791,570270
Birmingham,EY301257,570283
Birmingham,EY304462,570284
Birmingham,550024,570287
Birmingham,504621,570291
Birmingham,227559,570311
Birmingham,227523,570313
Birmingham,EY232909,570327
Birmingham,EY357218,570333
Birmingham,EY301161,570334
Birmingham,EY272010,570370
Birmingham,EY273129,570376
Birmingham,EY246716,570381
Birmingham,EY308785,570386
Somerset,EY454214,577970
Lincolnshire,EY436794,580067
Lincolnshire,134497,580068
Lincolnshire,209288,580071
Wakefield,2672307,582425
Wakefield,2635053,582901
Wakefield,EY427889,584503
Lincolnshire,EY382437,589176
Camden,156485,590076
Camden,160308,590081
Camden,EY468542,590084
Camden,EY443433,590091
Camden,102141,590094
Camden,148715,590098
Camden,EY414251,590105
Camden,EY465519,590132
Camden,EY402102,590137
Camden,160297,590147
Camden,EY500826,590160
Camden,EY257631,590162
Camden,EY541497,590168
Camden,102112,590188
Camden,EY280290,590197
Camden,EY552294,590201
Camden,EY442989,590211
Camden,EY240694,590218
Camden,2607612,590219
Camden,102042,590336
Camden,EY498671,590338
Redbridge,EY309735,597581
Redbridge,EY309013,597582
Redbridge,EY244077,597590
Redbridge,EY248621,597591
Redbridge,EY555369,597609
Redbridge,EY221573,597618
Redbridge,EY423865,597639
Redbridge,EY222968,597642
Redbridge,EY366495,597644
Redbridge,EY221315,597646
Rutland,EY136990,598063
Sandwell,EY292124,598492
Sandwell,EY290359,598494
Havering,EY258799,598703
Havering,EY258486,598756
North East Lincolnshire,EY256988,598771
Bury,EY364423,598776
Havering,118885,598785
Bury,316622,598804
Bury,EY376159,598807
Wakefield,EY376301,598925
Wakefield,2692471,598932
Walsall,EY342795,598939
Surrey,EY412496,599087
Birmingham,EY355252,599127
Bury,EY290891,599137
Lincolnshire,EY432690,599159
Birmingham,EY320150,599229
Birmingham,257210,599299
Kent,EY309180,599317
Walsall,255310,599365
Walsall,EY371445,599367
Walsall,EY293244,599368
Walsall,EY342396,599377
Walsall,EY271136,599380
Walsall,EY318201,599387
Birmingham,EY221459,599402
Lincolnshire,257452,599428
Blackburn with Darwen,301545,599561
Cheshire West and Chester,304059,599578
Cheshire West and Chester,EY264327,599579
"Bristol, City of",106852,599907
Rotherham,EY345169,599916
Rotherham,EY343884,599918
Kent,EY285524,599947
Kent,EY307933,599949
Kent,EY357976,599950
Kent,EY368154,599956
Kent,126253,599962
Kent,125869,599967
Redbridge,EY488255,600002
Redbridge,128328,600007
Redbridge,EY461929,600014
Redbridge,EY493702,600016
Redbridge,EY396191,600018
Redbridge,EY537491,600020
Redbridge,EY396608,600031
Redbridge,EY333880,600034
Redbridge,EY369543,600042
Greenwich,EY397466,600341
Greenwich,EY384893,600354
Greenwich,EY264452,600359
Greenwich,128797,600365
Greenwich,EY315686,600368
Greenwich,EY103883,600370
Greenwich,EY430272,600371
Greenwich,EY387440,600382
Greenwich,EY359497,600383
Greenwich,EY338321,600387
Greenwich,EY320185,600391
Greenwich,EY285330,600399
Greenwich,EY362317,600424
Greenwich,EY437298,600428
Greenwich,EY438616,600431
Greenwich,2633316,600447
Greenwich,EY401566,600448
Greenwich,401737,600459
Greenwich,EY470682,600461
Greenwich,EY335910,600463
Greenwich,EY258051,600465
Greenwich,EY441483,600478
Greenwich,EY486629,600480
Greenwich,EY369399,600482
Greenwich,EY362507,600483
Greenwich,EY431496,600485
Greenwich,2595481,600488
Greenwich,EY560263,600493
Greenwich,EY452562,600496
Greenwich,151465,600497
Greenwich,EY360431,600499
Greenwich,EY471400,600500
Greenwich,EY475424,600503
Greenwich,2608989,600507
Greenwich,EY480951,600510
Greenwich,EY537832,600522
Greenwich,EY461330,600523
Greenwich,EY278923,600534
Greenwich,EY486194,600546
Greenwich,EY438103,600554
Greenwich,EY497958,600556
Greenwich,EY465583,600569
Greenwich,EY282809,600571
Greenwich,EY457073,600579
Greenwich,EY460085,600583
Greenwich,EY272993,600584
Greenwich,EY554284,600585
Greenwich,EY427271,600586
Greenwich,EY495204,600605
Greenwich,2507073,600606
Greenwich,EY300355,600607
Greenwich,109878,600608
Greenwich,EY545787,600612
Greenwich,EY492934,600614
Greenwich,EY458013,600618
Greenwich,EY550398,600626
Greenwich,EY438365,600628
Greenwich,EY549164,600631
Greenwich,EY438485,600632
Greenwich,2511366,600633
Greenwich,2568517,600635
Greenwich,2589447,600643
Greenwich,EY551250,600648
Greenwich,2526713,600654
Greenwich,EY548374,600656
Greenwich,2569737,600657
Greenwich,EY272203,600658
Greenwich,EY549731,600661
Greenwich,2511383,600662
Greenwich,510789,600663
Greenwich,2554283,600671
Greenwich,2585385,600672
Greenwich,2600999,600673
Greenwich,NULL,600675
Greenwich,EY563088,600680
Greenwich,2648086,600681
Greenwich,EY281660,600684
Greenwich,EY563541,600685
Hackney,114539,600690
Hackney,EY429660,600701
Hackney,EY274661,600707
Hackney,EY488038,600725
Hackney,EY472892,600731
Hackney,EY539591,600743
Hackney,EY392302,600745
Hackney,EY425397,600747
Hackney,EY540755,600748
Hackney,EY432489,600750
Hackney,EY548424,600761
Hackney,EY540257,600768
Hackney,EY542563,600769
Hackney,EY536640,600770
Hackney,EY549015,600780
Hackney,EY550615,600784
Hackney,EY343057,600787
Hackney,EY562940,600790
Hackney,EY491239,600805
Hackney,2560175,600806
Hackney,EY418064,600811
Hackney,2594178,600814
Hackney,2584978,600816
Hackney,2580911,600817
Hackney,2581293,600821
Hackney,EY2612709,600822
Hackney,EY2632560,600828
Hackney,2561779,600835
Hackney,402855,600844
Hackney,2657260,600845
Hackney,2705337,600846
Hackney,2701485,600847
Hackney,2659717,600848
Hackney,2674380,600849
Hackney,2575828,600850
Hackney,2677477,600851
Hammersmith and Fulham,EY365262,601207
Hammersmith and Fulham,EY282190,601209
Hammersmith and Fulham,EY448971,601217
Hammersmith and Fulham,EY486550,601235
Hammersmith and Fulham,EY474371,601247
Hammersmith and Fulham,EY433857,601248
Hammersmith and Fulham,EY497184,601280
Hammersmith and Fulham,143608,601281
Hammersmith and Fulham,2514299,601286
Hammersmith and Fulham,EY559011,601292
Hammersmith and Fulham,2703188,601302
Hammersmith and Fulham,TY1122004,601303
Islington,133304,601541
Islington,133230,601543
Islington,EY435681,601560
Islington,EY466860,601566
Islington,EY756650,601568
Islington,2692209,601576
Islington,EY412219,601583
Islington,EY389434,601586
Islington,493744,601589
Islington,EY362674,601606
Islington,EY492455,601608
Islington,EY548166,601634
Islington,EY330183,601643
Islington,EY498159,601645
Islington,2521349,601649
Islington,2526139,601650
Islington,2553562,601653
Islington,2625156,601666
Islington,2662130,601670
Islington,2652865,601671
Islington,2584417,601672
Islington,2642555,601673
Islington,CA000045,601677
Kensington and Chelsea,105772,601842
Kensington and Chelsea,EY309616,601857
Kensington and Chelsea,2691953,601875
Lambeth,EY305312,602078
Lambeth,EY270777,602089
Lambeth,EY448301,602104
Lambeth,EY387352,602117
Lambeth,EY428402,602126
Lambeth,EY468792,602139
Lambeth,EY475301,602143
Lambeth,EY486120,602148
Lambeth,EY405257,602157
Lambeth,EY549600,602185
Lambeth,EY356671,602191
Lambeth,EY544575,602196
Lambeth,2497279,602201
Lambeth,144021,602222
Lambeth,2594157,602232
Lambeth,2587356,602233
Lambeth,2597993,602238
Lambeth,2522114,602240
Lambeth,EY547396,602251
Lambeth,2652188,602252
Lambeth,2574510,602256
Lambeth,2669282,602264
Lambeth,2652844,602269
Lewisham,107388,602572
Lewisham,EY349731,602575
Lewisham,EY349734,602576
Lewisham,EY422318,602578
Lewisham,128885,602579
Lewisham,EY434228,602603
Lewisham,EY347800,602605
Lewisham,128761,602608
Lewisham,128684,602609
Lewisham,EY101028,602633
Lewisham,128842,602636
Lewisham,EY418756,602644
Lewisham,EY468536,602647
Lewisham,EY297325,602656
Lewisham,EY260156,602660
Lewisham,EY314485,602663
Lewisham,EY458516,602676
Lewisham,EY441602,602681
Lewisham,EY473828,602686
Lewisham,EY276956,602688
Lewisham,EY465165,602689
Lewisham,EY137264,602701
Lewisham,EY461897,602710
Lewisham,128651,602721
Lewisham,128782,602755
Lewisham,EY318455,602777
Lewisham,EY298133,602781
Lewisham,EY100393,602785
Lewisham,EY396980,602808
Lewisham,EY445032,602814
Lewisham,EY466537,602817
Lewisham,EY335739,602832
Lewisham,EY487582,602850
Lewisham,EY540462,602862
Lewisham,EY495265,602884
Lewisham,EY488055,602886
Lewisham,EY539791,602901
Lewisham,EY498522,602902
Lewisham,EY552881,602907
Lewisham,EY555514,602916
Lewisham,EY559135,602931
Lewisham,EY538690,602937
Lewisham,EY563575,602941
Lewisham,EY563693,602947
Lewisham,602952,602952
Lewisham,EY361004,602954
Lewisham,2591567,602983
Lewisham,EY562928,602986
Lewisham,EY480901,602995
Lewisham,2616582,602996
Lewisham,321015,602998
